x,y,STATION_NAME,STN_ID,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.2,1999-12-02 00:00:00,QC,1999,12,2,-1.7,,-4.6,,1.3,,0,,,M,,M,,,0,,0,,0,,19.7,,65,,88,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.3,1999-12-03 00:00:00,QC,1999,12,3,2.7,,1.1,,4.2,,4.6,,,M,,M,,,0,,0,,0,,15.3,,72,,99,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.4,1999-12-04 00:00:00,QC,1999,12,4,3.6,,2.3,,4.8,,4.2,,,M,,M,,,0,,0,,0,,14.4,,99,,100,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.5,1999-12-05 00:00:00,QC,1999,12,5,8.5,,3.5,,13.4,,1.2,,,M,,M,,,0,,0,,0,,9.5,,83,,100,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.6,1999-12-06 00:00:00,QC,1999,12,6,7.3,,2.1,,12.5,,10.6,,,M,,M,,,0,,0,,0,,10.7,,95,,100,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.7,1999-12-07 00:00:00,QC,1999,12,7,1,,-1.5,,3.5,,0,,,M,,M,,,0,,0,,0,,17,,84,,98,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.8,1999-12-08 00:00:00,QC,1999,12,8,-1,,-2.4,,0.4,,0,,,M,,M,,,0,,0,,0,,19,,74,,86,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.9,1999-12-09 00:00:00,QC,1999,12,9,2.7,,0.3,,5,,0,,,M,,M,,,0,,0,,0,,15.3,,67,,88,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.10,1999-12-10 00:00:00,QC,1999,12,10,3.2,,0.7,,5.6,,6.8,,,M,,M,,,0,,0,,0,,14.8,,70,,98,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.11,1999-12-11 00:00:00,QC,1999,12,11,-0.6,,-2.3,,1.1,,2.2,,,M,,M,,,30,,33,,0,,18.6,,70,,99,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.12,1999-12-12 00:00:00,QC,1999,12,12,-1.8,,-2.9,,-0.7,,0,,,M,,M,,,0,,0,,0,,19.8,,75,,84,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.13,1999-12-13 00:00:00,QC,1999,12,13,0.1,,-1,,1.1,,1,,,M,,M,,,0,,0,,0,,17.9,,84,,94,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.14,1999-12-14 00:00:00,QC,1999,12,14,0.7,,-0.6,,1.9,,0,,,M,,M,,,1,,37,,0,,17.3,,74,,86,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.15,1999-12-15 00:00:00,QC,1999,12,15,1,,-2.1,,4.1,,3.7,,,M,,M,,,0,,0,,0,,17,,79,,99,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.16,1999-12-16 00:00:00,QC,1999,12,16,3,,-0.1,,6,,2.4,,,M,,M,,,0,,0,,0,,15,,57,,97,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.17,1999-12-17 00:00:00,QC,1999,12,17,-4,,-8.7,,0.8,,0,,,M,,M,,,27,,35,,0,,22,,55,,86,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.18,1999-12-18 00:00:00,QC,1999,12,18,-8.3,,-10.7,,-5.9,,0,,,M,,M,,,0,,0,,0,,26.3,,59,,74,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.19,1999-12-19 00:00:00,QC,1999,12,19,-7.4,,-10.5,,-4.2,,0,,,M,,M,,,0,,0,,0,,25.4,,60,,85,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.20,1999-12-20 00:00:00,QC,1999,12,20,-1.9,,-8.3,,4.6,,20.4,,,M,,M,,,0,,0,,0,,19.9,,58,,100,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.21,1999-12-21 00:00:00,QC,1999,12,21,0.6,,-3.8,,5,,1,,,M,,M,,,24,,39,,0,,17.4,,51,,90,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.22,1999-12-22 00:00:00,QC,1999,12,22,-4.5,,-6.5,,-2.4,,0,,,M,,M,,,0,,0,,0,,22.5,,,,,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.23,1999-12-23 00:00:00,QC,1999,12,23,-7,,-9,,-5,,0,,,M,,M,,,0,,0,,0,,25,,63,,81,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.24,1999-12-24 00:00:00,QC,1999,12,24,-11.5,,-14,,-8.9,,0,,,M,,M,,,0,,0,,0,,29.5,,45,,68,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.25,1999-12-25 00:00:00,QC,1999,12,25,-10.3,,-15.4,,-5.2,,0,,,M,,M,,,0,,0,,0,,28.3,,56,,75,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.26,1999-12-26 00:00:00,QC,1999,12,26,-5.4,,-10.3,,-0.5,,2.5,,,M,,M,,,0,,0,,0,,23.4,,61,,97,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.27,1999-12-27 00:00:00,QC,1999,12,27,-11.8,E,-13.3,E,-10.3,,,M,,M,,M,,,0,,0,,0,E,29.8,E,55,,66,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.28,1999-12-28 00:00:00,QC,1999,12,28,-12.8,,-19.3,,-6.2,,,M,,M,,M,,,0,,0,,0,,30.8,,59,,88,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.29,1999-12-29 00:00:00,QC,1999,12,29,-9.7,,-14.1,,-5.2,,6.2,,,M,,M,,,0,,0,,0,,27.7,,52,,97,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.30,1999-12-30 00:00:00,QC,1999,12,30,-6.2,,-14.4,,2.1,,4.4,,,M,,M,,,0,,0,,0,,24.2,,48,,100,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.1999.12.31,1999-12-31 00:00:00,QC,1999,12,31,-12.5,,-16.8,,-8.1,,0,,,M,,M,,,0,,0,,0,,30.5,,53,,80,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.1,2000-01-01 00:00:00,QC,2000,1,1,-2.7,,-8.2,,2.9,,0,,,M,,M,,,0,,0,,0,,20.7,,68,,91,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.2,2000-01-02 00:00:00,QC,2000,1,2,1.8,,-1.9,,5.4,,5.3,,,M,,M,,,0,,0,,0,,16.2,,82,,100,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.3,2000-01-03 00:00:00,QC,2000,1,3,1.3,,-5.9,,8.5,,1,,,M,,M,,,0,,0,,0,,16.7,,58,,99,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.4,2000-01-04 00:00:00,QC,2000,1,4,0.8,,-6.1,,7.7,,11.6,,,M,,M,,,22,,48,,0,,17.2,,60,,99,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.5,2000-01-05 00:00:00,QC,2000,1,5,-8.6,,-11.4,,-5.7,,0,,,M,,M,,,34,,33,,0,,26.6,,50,,67,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.6,2000-01-06 00:00:00,QC,2000,1,6,-5.5,,-11.3,,0.3,,0,,,M,,M,,,0,,0,,0,,23.5,,58,,69,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.7,2000-01-07 00:00:00,QC,2000,1,7,-2.3,,-5.8,,1.3,,6.7,,,M,,M,,,0,,0,,0,,20.3,,64,,99,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.8,2000-01-08 00:00:00,QC,2000,1,8,-4.7,,-9.8,,0.5,,0,,,M,,M,,,0,,0,,0,,22.7,,56,,81,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.9,2000-01-09 00:00:00,QC,2000,1,9,2.7,,0.5,,4.9,,0,,,M,,M,,,0,,0,,0,,15.3,,62,,87,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.10,2000-01-10 00:00:00,QC,2000,1,10,2.7,,0.2,,5.2,,19.4,,,M,,M,,,0,,0,,0,,15.3,,68,,100,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.11,2000-01-11 00:00:00,QC,2000,1,11,2.5,,-0.2,,5.1,,13.4,,,M,,M,,,18,,33,,0,,15.5,,65,,100,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.12,2000-01-12 00:00:00,QC,2000,1,12,-6.2,,-12.1,,-0.2,,0,,,M,,M,,,27,,32,,0,,24.2,,56,,75,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.13,2000-01-13 00:00:00,QC,2000,1,13,-15.7,,-19.2,,-12.1,,0,,,M,,M,,,0,,0,,0,,33.7,,49,,66,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.14,2000-01-14 00:00:00,QC,2000,1,14,-18.4,,-20.8,,-16,,0,,,M,,M,,,0,,0,,0,,36.4,,46,,62,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.15,2000-01-15 00:00:00,QC,2000,1,15,-15.3,,-22,,-8.6,,0,,,M,,M,,,0,,0,,0,,33.3,,42,,66,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.16,2000-01-16 00:00:00,QC,2000,1,16,-12.3,,-21.4,,-3.1,,14.1,,,M,,M,,,35,,48,,0,,30.3,,51,,99,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.17,2000-01-17 00:00:00,QC,2000,1,17,-21.6,,-25,,-18.2,,0,,,M,,M,,,35,,33,,0,,39.6,,47,,62,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.18,2000-01-18 00:00:00,QC,2000,1,18,-20.5,,-23.4,,-17.5,,0,,,M,,M,,,0,,0,,0,,38.5,,54,,70,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.19,2000-01-19 00:00:00,QC,2000,1,19,-17,,-21.3,,-12.7,,0,,,M,,M,,,0,,0,,0,,35,,57,,81,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.20,2000-01-20 00:00:00,QC,2000,1,20,-13.9,,-16.1,,-11.7,,1.1,,,M,,M,,,0,,0,,0,,31.9,,72,,89,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.21,2000-01-21 00:00:00,QC,2000,1,21,-18.2,,-22.3,,-14,,0,,,M,,M,,,0,,0,,0,,36.2,,49,,72,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.22,2000-01-22 00:00:00,QC,2000,1,22,-21.8,,-24.1,,-19.4,,0,,,M,,M,,,29,,32,,0,,39.8,,48,,59,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.23,2000-01-23 00:00:00,QC,2000,1,23,-17.9,,-22.1,,-13.6,,0,,,M,,M,,,0,,0,,0,,35.9,,53,,86,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.24,2000-01-24 00:00:00,QC,2000,1,24,-8.7,,-14.8,,-2.5,,1,,,M,,M,,,0,,0,,0,,26.7,,50,,92,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.25,2000-01-25 00:00:00,QC,2000,1,25,-10.8,,-14.7,,-6.8,,3.7,,,M,,M,,,2,,43,,0,,28.8,,65,,93,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.26,2000-01-26 00:00:00,QC,2000,1,26,-9.3,,-12.9,,-5.6,,5.5,,,M,,M,,,36,,32,,0,,27.3,,72,,95,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.27,2000-01-27 00:00:00,QC,2000,1,27,-15.7,,-18.5,,-12.9,,0,,,M,,M,,,0,,0,,0,,33.7,,57,,75,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.28,2000-01-28 00:00:00,QC,2000,1,28,-15.8,,-19.1,,-12.4,,25.4,,,M,,M,,,0,,0,,0,,33.8,,55,,72,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.29,2000-01-29 00:00:00,QC,2000,1,29,-11.8,,-16.6,,-7,,0,,,M,,M,,,28,,32,,0,,29.8,,43,,65,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.30,2000-01-30 00:00:00,QC,2000,1,30,-5.1,,-9.4,,-0.8,,0,,,M,,M,,,0,,0,,0,,23.1,,56,,84,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.1.31,2000-01-31 00:00:00,QC,2000,1,31,-3.7,,-6.8,,-0.5,,9.2,,,M,,M,,,0,,0,,0,,21.7,,82,,97,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.1,2000-02-01 00:00:00,QC,2000,2,1,-6.6,,-11.6,,-1.6,,1,,,M,,M,,,33,,32,,0,,24.6,,57,,96,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.2,2000-02-02 00:00:00,QC,2000,2,2,-13.9,,-16.1,,-11.6,,1,,,M,,M,,,26,,32,,0,,31.9,,55,,82,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.3,2000-02-03 00:00:00,QC,2000,2,3,-13.2,,-17.2,,-9.2,,0,,,M,,M,,,0,,0,,0,,31.2,,43,,83,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.4,2000-02-04 00:00:00,QC,2000,2,4,-12.5,,-15.6,,-9.3,,0,,,M,,M,,,0,,0,,0,,30.5,,43,,81,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.5,2000-02-05 00:00:00,QC,2000,2,5,-10.8,,-15.1,,-6.4,,1.2,,,M,,M,,,26,,32,,0,,28.8,,57,,90,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.6,2000-02-06 00:00:00,QC,2000,2,6,-8.1,,-13.1,,-3.1,,0,,,M,,M,,,24,,33,,0,,26.1,,47,,74,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.7,2000-02-07 00:00:00,QC,2000,2,7,-8.4,,-14.6,,-2.1,,1,,,M,,M,,,36,,41,,0,,26.4,,31,,88,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.8,2000-02-08 00:00:00,QC,2000,2,8,-11.4,,-16.3,,-6.5,,0,,,M,,M,,,0,,0,,0,,29.4,,41,,62,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.9,2000-02-09 00:00:00,QC,2000,2,9,-3.9,,-8.9,,1.1,,6.4,,,M,,M,,,0,,0,,0,,21.9,,51,,99,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.10,2000-02-10 00:00:00,QC,2000,2,10,-12.2,,-15.4,,-8.9,,7.8,,,M,,M,,,0,,0,,0,,30.2,,39,,92,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.11,2000-02-11 00:00:00,QC,2000,2,11,-8,,-11.4,,-4.5,,10.4,,,M,,M,,,0,,0,,0,,26,,51,,93,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.12,2000-02-12 00:00:00,QC,2000,2,12,-12.9,,-16.1,,-9.6,,0,,,M,,M,,,0,,0,,0,,30.9,,43,,67,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.13,2000-02-13 00:00:00,QC,2000,2,13,-9.9,,-14,,-5.8,,3.7,,,M,,M,,,0,,0,,0,,27.9,,56,,95,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.14,2000-02-14 00:00:00,QC,2000,2,14,-6.6,,-8.1,,-5.1,,20.4,,,M,,M,,,2,,43,,0,,24.6,,82,,97,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.15,2000-02-15 00:00:00,QC,2000,2,15,-4.5,,-6.4,,-2.5,,0,,,M,,M,,,0,,0,,0,,22.5,,54,,86,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.16,2000-02-16 00:00:00,QC,2000,2,16,-5.6,,-10.6,,-0.6,,18.6,,,M,,M,,,34,,37,,0,,23.6,,58,,99,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.17,2000-02-17 00:00:00,QC,2000,2,17,-14.1,,-17.6,,-10.6,,0,,,M,,M,,,0,,0,,0,,32.1,,39,,63,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.18,2000-02-18 00:00:00,QC,2000,2,18,-12.4,,-15.9,,-8.8,,0,,,M,,M,,,0,,0,,0,,30.4,,57,,76,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.19,2000-02-19 00:00:00,QC,2000,2,19,-7.3,,-11.4,,-3.1,,0,,,M,,M,,,0,,0,,0,,25.3,,46,,72,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.20,2000-02-20 00:00:00,QC,2000,2,20,-5.5,,-9.7,,-1.3,,0,,,M,,M,,,0,,0,,0,,23.5,,53,,85,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.21,2000-02-21 00:00:00,QC,2000,2,21,-5.1,,-8.6,,-1.6,,0,,,M,,M,,,0,,0,,0,,23.1,,53,,84,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.22,2000-02-22 00:00:00,QC,2000,2,22,-2.2,,-8.5,,4.1,,0,,,M,,M,,,0,,0,,0,,20.2,,63,,88,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.23,2000-02-23 00:00:00,QC,2000,2,23,5.5,,3.6,,7.4,,0,,,M,,M,,,0,,0,,0,,12.5,,65,,77,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.24,2000-02-24 00:00:00,QC,2000,2,24,4.7,,2.8,,6.5,,1,,,M,,M,,,0,,0,,0,,13.3,,79,,99,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.25,2000-02-25 00:00:00,QC,2000,2,25,0.8,,-1.3,,2.8,,0,,,M,,M,,,2,,33,,0,,17.2,,61,,84,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.26,2000-02-26 00:00:00,QC,2000,2,26,3.2,,-0.4,,6.8,,0,,,M,,M,,,0,,0,,0,,14.8,,70,,88,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.27,2000-02-27 00:00:00,QC,2000,2,27,8.2,,5,,11.4,,5.9,,,M,,M,,,0,,0,,0,,9.8,,70,,97,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.28,2000-02-28 00:00:00,QC,2000,2,28,3.6,,-0.2,,7.3,,3.2,,,M,,M,,,34,,33,,0,,14.4,,63,,100,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.2.29,2000-02-29 00:00:00,QC,2000,2,29,0.9,,-2.7,,4.4,,0,,,M,,M,,,0,,0,,0,,17.1,,48,,78,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.1,2000-03-01 00:00:00,QC,2000,3,1,2,,-0.8,,4.8,,2.4,,,M,,M,,,0,,0,,0,,16,,57,,95,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.2,2000-03-02 00:00:00,QC,2000,3,2,2.4,,0.6,,4.1,,1.2,,,M,,M,,,23,,32,,0,,15.6,,71,,93,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.3,2000-03-03 00:00:00,QC,2000,3,3,-0.3,,-2.6,,2,,2.4,,,M,,M,,,0,,0,,0,,18.3,,55,,96,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.4,2000-03-04 00:00:00,QC,2000,3,4,-0.2,,-3.7,,3.4,,1,,,M,,M,,,0,,0,,0,,18.2,,39,,70,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.5,2000-03-05 00:00:00,QC,2000,3,5,3.1,,0.1,,6,,0,,,M,,M,,,0,,0,,0,,14.9,,45,,97,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.6,2000-03-06 00:00:00,QC,2000,3,6,1.4,,-2.4,,5.2,,0,,,M,,M,,,0,,0,,0,,16.6,,37,,76,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.7,2000-03-07 00:00:00,QC,2000,3,7,4.4,,1,,7.8,,0,,,M,,M,,,0,,0,,0,,13.6,,54,,81,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.8,2000-03-08 00:00:00,QC,2000,3,8,4.9,,0.8,,9,,0,,,M,,M,,,0,,0,,0,,13.1,,62,,92,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.9,2000-03-09 00:00:00,QC,2000,3,9,6,,-5.1,,17.1,,1.6,,,M,,M,,,4,,41,,0,,12,,61,,90,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.10,2000-03-10 00:00:00,QC,2000,3,10,-7.4,,-10.9,,-3.9,,0,,,M,,M,,,36,,37,,0,,25.4,,43,,61,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.11,2000-03-11 00:00:00,QC,2000,3,11,-3.8,,-5.4,,-2.2,,4.8,,,M,,M,,,0,,0,,0,,21.8,,52,,99,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.12,2000-03-12 00:00:00,QC,2000,3,12,-1.3,,-3.8,,1.2,,12.6,,,M,,M,,,1,,35,,0,,19.3,,41,,99,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.13,2000-03-13 00:00:00,QC,2000,3,13,-5.9,,-9,,-2.8,,0,,,M,,M,,,0,,0,,0,,23.9,,28,,56,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.14,2000-03-14 00:00:00,QC,2000,3,14,-1.5,,-7.6,,4.6,,,M,,M,,M,,,0,,0,,0,,19.5,,54,,99,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.15,2000-03-15 00:00:00,QC,2000,3,15,3.5,,0.1,,6.8,,,M,,M,,M,,,0,,0,,0,,14.5,,79,,99,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.16,2000-03-16 00:00:00,QC,2000,3,16,1.6,,-4.2,,7.4,,9.1,,,M,,M,,,5,,39,,0,,16.4,,43,,99,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.17,2000-03-17 00:00:00,QC,2000,3,17,-6.2,,-9.2,,-3.2,,0,,,M,,M,,,1,,41,,0,,24.2,,25,,53,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.18,2000-03-18 00:00:00,QC,2000,3,18,-6.8,,-11.1,,-2.5,,0,,,M,,M,,,0,,0,,0,,24.8,,32,,60,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.19,2000-03-19 00:00:00,QC,2000,3,19,0.7,,-6.6,,7.9,,0,,,M,,M,,,0,,0,,0,,17.3,,25,,73,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.20,2000-03-20 00:00:00,QC,2000,3,20,3.9,,-0.2,,8,,0,,,M,,M,,,0,,0,,0,,14.1,,27,,67,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.21,2000-03-21 00:00:00,QC,2000,3,21,4.3,,-1.1,,9.7,,0,,,M,,M,,,0,,0,,0,,13.7,,40,,81,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.22,2000-03-22 00:00:00,QC,2000,3,22,6.9,,0.9,,12.9,,0,,,M,,M,,,0,,0,,0,,11.1,,39,,77,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.23,2000-03-23 00:00:00,QC,2000,3,23,10.2,,4.7,,15.7,,1,,,M,,M,,,0,,0,,0,,7.8,,40,,87,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.24,2000-03-24 00:00:00,QC,2000,3,24,9.1,,5,,13.1,,0,,,M,,M,,,0,,0,,0,,8.9,,31,,53,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.25,2000-03-25 00:00:00,QC,2000,3,25,7.2,,3.2,,11.1,,2,,,M,,M,,,32,,54,,0,,10.8,,42,,94,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.26,2000-03-26 00:00:00,QC,2000,3,26,6.5,,3.1,,9.9,,1,,,M,,M,,,0,,0,,0,,11.5,,54,,74,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.27,2000-03-27 00:00:00,QC,2000,3,27,6.6,,2.2,,11,,1.6,,,M,,M,,,16,,35,,0,,11.4,,38,,88,
-73.57916666666667,45.50474166666667,MCTAVISH,10761,7024745,7024745.2000.3.28,2000-03-28 00:00:00,QC,2000,3,28,6,,3.5,,8.4,,20.8,,,M,,M,,,2,,37,,0,,12,,79,,100,
